ID(0)	Property(1)	原文(2)	統制ラベル(3)	対象ID(4)	英語ラベル(5)	絶対時間(6)	Type(7)	担当
232	対象文	ホームズは、ロイロット博士の寝室（もうひとつ内側の部屋）を調べた。			Holmes investigate Roylott's bedroom.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	調べた			investigate			古崎
	主語/Who（誰が）	ホームズ			Holmes			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文		then	233AND234AND235AND236AND237AND238AND239AND240AND241				古崎
233	対象文	ロイロット博士の寝室は、娘たちの部屋より広かった			 Roylott's bedroom was larger than the sister's bedroom.			古崎
	Type							古崎
	情報源							古崎
	hasProperty	広かった			wider			古崎
	主語/Who（誰が）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）							古崎
	Why（なぜ）							古崎
	How（どのように）	娘たちの部屋より			than bedroom of sister		Place	古崎
	その他の修飾							古崎
	関連する文							古崎
234	対象文	ロイロット博士の寝室は、家具は同様に質素なものだった。			In the bedroom of Roylott, the furniture was plain.			古崎
	Type							古崎
	情報源							古崎
	hasProperty	家具は同様に質素なものだった			simple			古崎
	主語/Who（誰が）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	質素な家具						古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
235	対象文	ロイロット博士の寝室には、折りたたみのできる寝台があった			 Roylott's bedroom had a bed that could be folded.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	あった			have			古崎
	主語/Who（誰が）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	折りたたみのできる寝台	寝台		folding bed		Object	古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
236	対象文	医学書ばかり詰まった木製の本棚があった			There was a wooden bookshelf full of medical writings.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	あった			have			古崎
	主語/Who（誰が）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	医学書ばかり詰まった木製の本棚	本棚		bookshelf		Object	古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
237	対象文	寝台のわきに肘掛椅子が一つがあった			There was one armrest chair by the bed.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	あった			have			古崎
	主語/Who（誰が）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Whom（誰に）							古崎
	near	寝台のわきに			bed		Object	古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	肘掛椅子が一つ	肘掛椅子		chair		Object	古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
238	対象文	壁に寄せて粗末な椅子が一つがあった			There was a poor chair on the wall.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	あった			have			古崎
	主語/Who（誰が）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Whom（誰に）							古崎
	near	壁に寄せて	壁際に		wall		Object	古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	粗末な椅子が一つ	粗末な椅子		chair			古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
239	対象文	円卓が一つがあった			There was one round table.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	あった			have			古崎
	主語/Who（誰が）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	円卓が一つ	円卓		table		Object	古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
240	対象文	大きい金庫があった			There was a big safe.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	あった			have			古崎
	主語/Who（誰が）	ロイロット博士の寝室			bedroom of Roylott			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	大きい金庫			safe		Object	古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
241	対象文	ホームズは、それらを（いちいち強い関心を持って）調べてた			Holmes was looking at them with great interest.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	調べてた	調べる		investigate			古崎
	主語/Who（誰が）	ホームズ			Holmes			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	それらを			safe AND chair AND table			古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文		then	242				古崎
242	対象文	ホームズは金庫を（軽く）叩いた。			Holmes hit the safe lightly.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	叩いた			hit			古崎
	主語/Who（誰が）	ホームズ			Holmes			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	金庫			safe			古崎
	Why（なぜ）							古崎
	How（どのように）	（軽く）			lightly			古崎
	その他の修飾							古崎
	関連する文		then	244				古崎
243	対象文	何年か前に，金庫の中には，個人的な書類があった．			A few years ago, there were personal documents in the safe.			古崎
	Type							古崎
	情報源	〇〇の発言	ヘレン		Remark by Helen			古崎
	hasPredicate	ある			have			古崎
	主語/Who（誰が）	金庫			safe			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）	何年か前			some years ago	1880-04-01T16		古崎
	What（何を）	個人的な書類	書類		private documents		Object	古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
244	対象文	ホームズは金庫の上から牛乳の入った小皿を下した			Holmes lowered a small dish containing milk from the top of the safe.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	下した			take			古崎
	主語/Who（誰が）	ホームズ			Holmes			古崎
	Whom（誰に）							古崎
	Where（どこで）							古崎
	From（どこから）	金庫の上			safe			古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）	牛乳の入った小皿		245	small dish		Object	古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文		then	251				古崎
245	対象文	牛乳の入った小皿			Small dish with milk.			古崎
	Type							古崎
	情報源							古崎
	hasProperty	入った			filledWith			古崎
	主語/Who（誰が）	牛乳			small dish			古崎
	Whom（誰に）							古崎
	Where（どこで）	小皿						古崎
	From（どこから）							古崎
	To（どこへ）							古崎
	When（いつ）					1883-04-01T16		古崎
	What（何を）				milk		Object	古崎
	Why（なぜ）							古崎
	How（どのように）							古崎
	その他の修飾							古崎
	関連する文							古崎
246	対象文	屋敷には猫はいない			There are no cats in the mansion.			古崎
	Type							古崎
	情報源							古崎
	hasPredicate	いない	notいる		notExist			古崎
	主語/Who（誰が）	猫			cat			古崎
